Country;Video;Frame;Agent_id;Pos_X;Pos_Y;Pos_X_Perspectiva;Pos_Y_Perspectiva;Active;Velocity;Direction;Dist_from_others;Area_around;Collectivity;Disturbance;Isolation;Socialization;Px_to_m_factor;Emotion_Anger;Emotion_Fear;Emotion_Happiness;Emotion_Sadness;Hofstede_PDI;Hofstede_IDV;Hofstede_MAS;Hofstede_LTO;Hofstede_IND;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism
China - CN;CN-03;1;1;193;331;273;273;yes;0;0;5.6437;2.4395;0.87792;0;0.14073;0.26667;120;-3;-3;2;-2;54.7007;89.4091;22.4907;71.4119;51.0131;1;1;0.51389;0;0.75
China - CN;CN-03;1;2;161;409;228;228;yes;0.38333;0;5.9112;1.492;0.54758;0.00020375;0.11579;0.26667;120;2;1;-1;1;54.7007;89.4091;22.4907;71.4119;51.0131;1;0;0.22222;1;0.41667
China - CN;CN-03;1;3;201;423;302;302;yes;0;0;5.5256;2.2959;0.87792;0.00013333;0.13999;0.33333;120;-3;-3;2;-2;54.7007;89.4091;22.4907;71.4119;51.0131;0.75;0;0.22222;1;0.41667
China - CN;CN-03;1;4;198;383;291;291;yes;0.54212;0;5.4556;0.41694;0.59092;0.00022149;0.13299;0.33333;120;-1;-3;2;-2;54.7007;89.4091;22.4907;71.4119;51.0131;1;0;0.22222;1;0.41667
China - CN;CN-03;1;5;199;65;232;232;yes;0.81317;0;8.9712;2.4982;0.4743;0;1;0.066667;120;2;1;-1;1;54.7007;89.4091;22.4907;71.4119;51.0131;1;0.5;0.19444;0.75;0.58333
China - CN;CN-03;1;6;387;416;640;640;yes;0.54212;0;4.2138;1.7916;0.59092;0;0.19337;0.66667;120;-1;-3;2;-2;54.7007;89.4091;22.4907;71.4119;51.0131;1;0.75;0.20833;0.75;0.58333
China - CN;CN-03;1;7;429;382;720;720;yes;0.85716;0;3.9244;0.76293;0.5507;0;0.16993;0.66667;120;-1;-3;2;-2;54.7007;89.4091;22.4907;71.4119;51.0131;1;0.5;0.375;0.75;0.41667
China - CN;CN-03;1;8;450;433;754;754;yes;0.54212;0;4.1581;1.172;0.51615;0;0.13775;0.46667;120;-1;-3;2;-2;54.7007;89.4091;22.4907;71.4119;51.0131;1;0.5;0.19444;0.75;0.58333
China - CN;CN-03;1;9;485;305;837;837;yes;0.54212;0;3.9094;1.1411;0.51822;0.00036108;0.15804;0.6;120;-1;-3;2;-2;54.7007;89.4091;22.4907;71.4119;51.0131;1;0.75;0.88889;0.75;0
China - CN;CN-03;1;10;504;286;878;878;yes;1.1659;0;4.0213;1.0697;0.42895;0.00036108;0.16884;0.6;120;1;-1;0;0;54.7007;89.4091;22.4907;71.4119;51.0131;1;0.75;0.88889;0.75;0
