Country;Video;Frame;Num_Groups;Groups
Germany - DE;DE-02;137;2;[4  5], [8  15]
Germany - DE;DE-02;138;2;[4  5], [8  15]
Germany - DE;DE-02;139;2;[4  5], [8  15]
Germany - DE;DE-02;140;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;141;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;142;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;143;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;144;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;145;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;146;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;147;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;148;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;149;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;150;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;151;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;152;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;153;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;154;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;155;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;156;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;157;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;158;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;159;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;160;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;161;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;162;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;163;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;164;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;165;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;166;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;167;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;168;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;169;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;170;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;171;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;172;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;173;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;174;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;175;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;176;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;177;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;178;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;179;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;180;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;181;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;182;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;183;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;184;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;185;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;186;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;187;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;188;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;189;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;190;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;191;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;192;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;193;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;194;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;195;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;196;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;197;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;198;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;199;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;200;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;201;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;202;4;[4  5], [7  11], [8  15], [10  17]
Germany - DE;DE-02;203;3;[4  5], [8  15], [10  17]
Germany - DE;DE-02;204;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;205;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;206;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;207;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;208;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;209;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;210;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;211;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;212;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;213;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;214;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;215;2;[4  5], [8  10  15  17]
Germany - DE;DE-02;216;2;[4  5], [8  10  15]
Germany - DE;DE-02;217;2;[4  5], [8  10  15]
Germany - DE;DE-02;218;2;[4  5], [8  10  15]
Germany - DE;DE-02;219;2;[4  5], [8  10  15]
Germany - DE;DE-02;220;2;[4  5], [8  10  15]
Germany - DE;DE-02;221;2;[4  5], [8  10  15]
Germany - DE;DE-02;222;2;[4  5], [8  10  15]
